filename,batch_folder,header_dimensions,alpha,manifest_id,shipped_path,status,selection_note
future-spinner-core-controls-hud-480-masters/06-ui-settings-menu-button.png,future-spinner-core-controls-hud-480-masters,480x480,no,DOC-06,NONE,NO-ROW,"Interface Guide icon, REGEN. No replacement by design."
future-spinner-core-controls-hud-480-masters/PROMPTS_AND_QA.md,future-spinner-core-controls-hud-480-masters,n/a,n/a,NONE,NONE,INTERMEDIATE,"Batch record, not an asset. This is the provenance document for its folder."
future-spinner-core-controls-hud-480-masters/review/bet-and-utility-control-family.png,future-spinner-core-controls-hud-480-masters,1920x525,no,NONE,NONE,INTERMEDIATE,"Review composite or registration diagnostic, not a shippable asset."
future-spinner-core-controls-hud-480-masters/review/future-spinner-core-controls-hud-480-review.png,future-spinner-core-controls-hud-480-masters,1440x1050,no,NONE,NONE,INTERMEDIATE,"Review composite or registration diagnostic, not a shippable asset."
future-spinner-core-controls-hud-480-masters/source-1254/01-ui-turbo-quick-spin-source.png,future-spinner-core-controls-hud-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-core-controls-hud-480-masters/source-1254/02-ui-bet-increase-plus-source.png,future-spinner-core-controls-hud-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-core-controls-hud-480-masters/source-1254/03-ui-bet-decrease-minus-source.png,future-spinner-core-controls-hud-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-core-controls-hud-480-masters/source-1254/04-ui-main-hud-banner-source.png,future-spinner-core-controls-hud-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-core-controls-hud-480-masters/source-1254/05-ui-paytable-button-source.png,future-spinner-core-controls-hud-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-core-controls-hud-480-masters/source-1254/06-ui-settings-menu-button-source.png,future-spinner-core-controls-hud-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-core-controls-hud-480-masters/work-alpha/01-ui-turbo-quick-spin-alpha.png,future-spinner-core-controls-hud-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-core-controls-hud-480-masters/work-alpha/02-ui-bet-increase-plus-alpha.png,future-spinner-core-controls-hud-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-core-controls-hud-480-masters/work-alpha/03-ui-bet-decrease-minus-alpha.png,future-spinner-core-controls-hud-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-core-controls-hud-480-masters/work-alpha/04-ui-main-hud-banner-alpha.png,future-spinner-core-controls-hud-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-core-controls-hud-480-masters/work-alpha/05-ui-paytable-button-alpha.png,future-spinner-core-controls-hud-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-core-controls-hud-480-masters/work-alpha/06-ui-settings-menu-button-alpha.png,future-spinner-core-controls-hud-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-extra-ui-480-masters/01-ui-autoplay-button.png,future-spinner-extra-ui-480-masters,480x480,no,DOC-05,NONE,NO-ROW,"Interface Guide icon, REGEN. No replacement by design."
future-spinner-extra-ui-480-masters/02-ui-feature-buy-overdrive-100x.png,future-spinner-extra-ui-480-masters,480x480,no,DOC-10,NONE,NO-ROW,"FEATURES control face, REGEN. A hand drawn replacement would be overwritten by the next icon regeneration."
future-spinner-extra-ui-480-masters/03-ui-sound-on.png,future-spinner-extra-ui-480-masters,480x480,no,NONE,NONE,NO-ROW,No manifest row covers a sound toggle.
future-spinner-extra-ui-480-masters/04-ui-sound-off.png,future-spinner-extra-ui-480-masters,480x480,no,NONE,NONE,NO-ROW,No manifest row covers a sound toggle.
future-spinner-extra-ui-480-masters/05-ui-max-win-banner.png,future-spinner-extra-ui-480-masters,480x480,no,NONE,NONE,NO-ROW,No manifest row covers a win banner.
future-spinner-extra-ui-480-masters/06-ui-reusable-modal-panel.png,future-spinner-extra-ui-480-masters,480x480,no,NONE,NONE,NO-ROW,"No manifest row covers a modal or panel frame. Would also refuse at 20.0 percent drift against the SC-03 bezel, which is a different subject."
future-spinner-extra-ui-480-masters/PROMPTS_AND_QA.md,future-spinner-extra-ui-480-masters,n/a,n/a,NONE,NONE,INTERMEDIATE,"Batch record, not an asset. This is the provenance document for its folder."
future-spinner-extra-ui-480-masters/review/future-spinner-extra-ui-480-review.png,future-spinner-extra-ui-480-masters,1440x1050,no,NONE,NONE,INTERMEDIATE,"Review composite or registration diagnostic, not a shippable asset."
future-spinner-extra-ui-480-masters/review/sound-toggle-family-review.png,future-spinner-extra-ui-480-masters,960x525,no,NONE,NONE,INTERMEDIATE,"Review composite or registration diagnostic, not a shippable asset."
future-spinner-extra-ui-480-masters/source-1254/01-ui-autoplay-button-source.png,future-spinner-extra-ui-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-extra-ui-480-masters/source-1254/02-ui-feature-buy-overdrive-100x-source.png,future-spinner-extra-ui-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-extra-ui-480-masters/source-1254/03-ui-sound-on-source.png,future-spinner-extra-ui-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-extra-ui-480-masters/source-1254/04-ui-sound-off-source.png,future-spinner-extra-ui-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-extra-ui-480-masters/source-1254/05-ui-max-win-banner-source.png,future-spinner-extra-ui-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-extra-ui-480-masters/source-1254/06-ui-reusable-modal-panel-source.png,future-spinner-extra-ui-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-extra-ui-480-masters/work-alpha/01-ui-autoplay-button-alpha.png,future-spinner-extra-ui-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-extra-ui-480-masters/work-alpha/02-ui-feature-buy-overdrive-100x-alpha.png,future-spinner-extra-ui-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-extra-ui-480-masters/work-alpha/03-ui-sound-on-alpha.png,future-spinner-extra-ui-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-extra-ui-480-masters/work-alpha/04-ui-sound-off-alpha.png,future-spinner-extra-ui-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-extra-ui-480-masters/work-alpha/05-ui-max-win-banner-alpha.png,future-spinner-extra-ui-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-extra-ui-480-masters/work-alpha/06-ui-reusable-modal-panel-alpha.png,future-spinner-extra-ui-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-support-states-480-masters/source-1254/01-ui-spin-button-pressed-source.png,future-spinner-support-states-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-support-states-480-masters/source-1254/02-ui-turbo-quick-spin-pressed-source.png,future-spinner-support-states-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-support-states-480-masters/source-1254/03-ui-feature-buy-overdrive-100x-alt-strong-source.png,future-spinner-support-states-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-support-states-480-masters/source-1254/04-ui-bet-increase-plus-pressed-source.png,future-spinner-support-states-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-support-states-480-masters/source-1254/05-ui-bet-decrease-minus-pressed-source.png,future-spinner-support-states-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-support-states-480-masters/source-1254/06-ui-simple-win-banner-source.png,future-spinner-support-states-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-support-states-480-masters/source-1254/07-ui-max-win-frame-premium-alt-source.png,future-spinner-support-states-480-masters,1254x1254,no,NONE,NONE,INTERMEDIATE,"Raw pre key generator source, one step further upstream than work-alpha. Measured proof it is not the delivery: its canvas corners are not pure green, for example (23,240,19) against the delivered (0,255,0), so it fails the batch own delivery QA. The delivery chain is source-1254 then work-alpha then the top level file."
future-spinner-support-states-480-masters/work-alpha/01-ui-spin-button-pressed-alpha.png,future-spinner-support-states-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-support-states-480-masters/work-alpha/02-ui-turbo-quick-spin-pressed-alpha.png,future-spinner-support-states-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-support-states-480-masters/work-alpha/03-ui-feature-buy-overdrive-100x-alt-strong-alpha.png,future-spinner-support-states-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-support-states-480-masters/work-alpha/04-ui-bet-increase-plus-pressed-alpha.png,future-spinner-support-states-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-support-states-480-masters/work-alpha/05-ui-bet-decrease-minus-pressed-alpha.png,future-spinner-support-states-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-support-states-480-masters/work-alpha/06-ui-simple-win-banner-alpha.png,future-spinner-support-states-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-support-states-480-masters/work-alpha/07-ui-max-win-frame-premium-alt-alpha.png,future-spinner-support-states-480-masters,1254x1254,yes,NONE,NONE,INTERMEDIATE,"Intermediate isolation matte. Resizing the work-alpha file to 480 and compositing on green reproduces the delivered top level file exactly, which is what identifies this as the step before delivery."
future-spinner-symbols/.DS_Store,future-spinner-symbols,n/a,n/a,NONE,NONE,INTERMEDIATE,"macOS directory metadata, not an asset. The build strips these."
future-spinner-symbols/L1-jewel-cut-lug-nut.png,future-spinner-symbols,1016x1547,yes,SY-10,NONE,WRONG-SPEC,Portrait or landscape native master refused against a 240x240 square row. Needs a centred pad to square before ingest; the tool resizes straight to target and has no pad or crop path.
future-spinner-symbols/L2-iridium-spark-plug.png,future-spinner-symbols,1016x1548,yes,SY-11,NONE,WRONG-SPEC,Portrait or landscape native master refused against a 240x240 square row. Needs a centred pad to square before ingest; the tool resizes straight to target and has no pad or crop path.
future-spinner-symbols/L3-forged-piston.png,future-spinner-symbols,1016x1548,yes,SY-12,NONE,WRONG-SPEC,Portrait or landscape native master refused against a 240x240 square row. Needs a centred pad to square before ingest; the tool resizes straight to target and has no pad or crop path.
future-spinner-symbols/M2-premium-coilover-strut.png,future-spinner-symbols,1016x1548,yes,SY-08,NONE,WRONG-SPEC,Portrait or landscape native master refused against a 240x240 square row. Needs a centred pad to square before ingest; the tool resizes straight to target and has no pad or crop path.
future-spinner-symbols/M3-holographic-dash-readout.png,future-spinner-symbols,1536x1024,yes,SY-09,NONE,WRONG-SPEC,"Refused at 50.0 percent aspect drift: 1536x1024 against a 240x240 square row. Subject matches the CORRECTED SY-09 role recorded this session, the holographic dash readout. Needs a centred pad to square before ingest."
future-spinner-symbols/PROMPTS_AND_QA.md,future-spinner-symbols,n/a,n/a,NONE,NONE,INTERMEDIATE,"Batch record, not an asset. This is the provenance document for its folder."
future-spinner-symbols/chroma/L1-jewel-cut-lug-nut-chroma.png,future-spinner-symbols,1016x1547,no,NONE,NONE,INTERMEDIATE,"Pre extraction keyed master, the symbols batch equivalent of work-alpha."
future-spinner-symbols/chroma/L2-iridium-spark-plug-chroma.png,future-spinner-symbols,1016x1548,no,NONE,NONE,INTERMEDIATE,"Pre extraction keyed master, the symbols batch equivalent of work-alpha."
future-spinner-symbols/chroma/L3-forged-piston-chroma.png,future-spinner-symbols,1016x1548,no,NONE,NONE,INTERMEDIATE,"Pre extraction keyed master, the symbols batch equivalent of work-alpha."
future-spinner-symbols/chroma/M2-premium-coilover-strut-chroma.png,future-spinner-symbols,1016x1548,no,NONE,NONE,INTERMEDIATE,"Pre extraction keyed master, the symbols batch equivalent of work-alpha."
future-spinner-symbols/chroma/M3-holographic-dash-readout-chroma.png,future-spinner-symbols,1536x1024,no,NONE,NONE,INTERMEDIATE,"Pre extraction keyed master, the symbols batch equivalent of work-alpha."
future-spinner-symbols/preview-64px/L1-64.png,future-spinner-symbols,64x64,yes,NONE,NONE,INTERMEDIATE,"64px legibility check sheet, not a shippable asset."
future-spinner-symbols/preview-64px/L2-64.png,future-spinner-symbols,64x64,yes,NONE,NONE,INTERMEDIATE,"64px legibility check sheet, not a shippable asset."
future-spinner-symbols/preview-64px/L3-64.png,future-spinner-symbols,64x64,yes,NONE,NONE,INTERMEDIATE,"64px legibility check sheet, not a shippable asset."
future-spinner-symbols/preview-64px/M2-64.png,future-spinner-symbols,64x64,yes,NONE,NONE,INTERMEDIATE,"64px legibility check sheet, not a shippable asset."
future-spinner-symbols/preview-64px/M3-64.png,future-spinner-symbols,64x64,yes,NONE,NONE,INTERMEDIATE,"64px legibility check sheet, not a shippable asset."
future-spinner-symbols/preview-64px/future-spinner-symbols-64px-review.png,future-spinner-symbols,1920x384,yes,NONE,NONE,INTERMEDIATE,"64px legibility check sheet, not a shippable asset."
